label,comment
positive,"giảng viên muốn cho bọn em hiểu được môi trường làm việc sau này là như thế nào , nhưng khi mà bọn còn đang trong thời gian đi học , còn chưa đủ kiến thức nền tảng thì không nên dạy và học theo kiểu như vậy , trong suốt quá trình môn học bọn em mơ hồ về việc thầy đang muốn truyền đạt điều gì đến bọn em và việc bọn em cần phải làm những gì !
"
neutral,"em thấy số buổi thực hành quá ít và kiến thức truyền tải chẳng được bao nhiêu vì vậy nên mong trường đổi về hình thức 1 các môn thực hành này !
"
neutral,"nhìn thấy hơi nghiêm ( khách quan thôi ạ ) .
"
positive,"em rất hài lòng về hoạt động giảng dạy của thầy .
"
negative,"giảng bài nhựa nhựa nghe buồn ngủ .
"
negative,"nhiều thử thách cho sinh viên .
"
negative,"rồi một nhóm thì phải chấm điểm báo cáo cuối kỳ cho 3 nhóm khác , làm phiếu chấm điểm , soạn câu hỏi mà có yêu cầu ra đáp án đồ án của nhóm code chưa tới đâu thì sao mà ngồi đọc source của nhóm khác để code tiếp cho họ .
"
negative,"tình hình là khóa 8 aep tụi em đa số là không hiểu ngôn ngữ c .
"
positive,"thầy khá nhiệt tình và rõ ràng .
"
negative,"thầy dạy nội dung ít liên quan tới bài học .
"
negative,"không hiệu quả .
"
positive,"giáo viên là thầy , không phải cô .
"
positive,"dạy rất dễ hiểu và nhiệt tình , em rất thích cách giảng dạy của cô .
"
negative,"đó là sự nhiệt huyết của cô wzjwz153 .
"
negative,"bài tập hay , đa dạng .
"
positive,"cô giảng dễ hiểu , nhiệt tình .
"
negative,"thầy dạy rất tốt và tâm huyết , phương pháp hợp lý và nội dung giảng dạy tạo hứng thú cho sinh viên .
"
positive,"giáo viên đứng lớp dạy rất hay .
"
neutral,"tóm lại đề thi 50% là kiến thức về mạng chủ yếu không tập trung vào hệ điều hành linux .
"
neutral,"dạy chán .
"
positive,"giáo viên tận tình , nhiệt tình trong việc cung cấp tài liệu và bài tập qua facebook .
"
neutral,"cung cấp cho sinh viên đủ bài tập khi đến lớp cũng như làm ở nhà .
"
negative,"nhiệt tình , kỹ năng dạy kinh nghiệm .
"
neutral,"thầy nên chủ động hơn trong việc giúp đỡ sinh viên trong lúc thực hành .
"
negative,"phòng học thực hành wzjwz18 không đảm bảo chất lượng cho việc học thực hành .
"
positive,"giáo viên giảng rõ , dễ hiểu .
"
positive,"học cực kỳ áp lực , thầy dạy khó hiểu .
"
positive,"thầy không chịu dạy thực hành , nên cũng rất chán khi học thực hành , nói chung là không ai đi học thực hành là do thầy không dạy tốt , thực ra thì chưa dạy gì cả .
"
positive,"cô nhiệt tình dạy rất dễ hiêu .
"
positive,"giải đáp các thắc mắc nhanh và chi tiết .
"
neutral,"cần chỉ cho sinh viên cách làm bài khó , không nên giải chi tiết .
"
neutral,"cung cấp thêm giáo trình , tài liệu môn học .
"
negative,"tránh tình trạng bị trùng lịch học và gom lớp vào sáng thứ 7 gây mất buổi học của sinh viên .
"
negative,"nhiều bài quá .
"
negative,"phương pháp dạy của thầy hay khiến sinh viên chủ động và tránh sinh viên ngủ trong lớp .
"
negative,"thầy nói chuyện chưa nghe rõ cho lắm .
"
negative,"chúc thầy nhiều sức khỏe !
"
positive,"ít được giao tiếp với giảng viên , giảng viên ít khi lên lớp .
"
neutral,"cách dạy hoàn toàn không phù hợp ( giảng viên tuy có kiến thức nhưng không có cách truyền đạt ) .
"
neutral,"có vài máy hư trong phòng thực hành , cần khắc phục lại .
"
neutral,"chương trình học về môn học này rất hợp lý cho sinh viên .
"
negative,"thường xuyên cho bài tập về nhà để củng cố kiến thức cho sinh viên .
"
neutral,"không có điều gì !
"
positive,"thầy không sử dụng micro khi giảng bài , em nghe không rõ bài giảng .
"
neutral,"phòng thực hành chưa có chất lượng .
"
negative,"môn học liên hệ thực tế , liên kết với đồ án hơn .
"
positive,"giáo viên giảng dạy dễ hiểu và tận tâm .
"
negative,"thường xuyên dạy quá giờ .
"
neutral,"cần thay đổi , bổ sung các chương trình hỗ trợ thực hành trên máy .
"
neutral,"em có ý kiến là hãy thi môn này trên máy tính với phần mềm vẽ chúng .
"
positive,"là người cô rất có tâm .
"
positive,"giảng viên rất tận tâm , nỗ lực trong việc giảng dạy .
"
neutral,"em có thêm một số đề nghị để cải tiến : thêm kênh để trao đổi cho môn học .
"
positive,"thầy tạo điều kiện cho sinh viên học tập và rất nhiệt tình giảng dạy .
"
positive,"nhiệt tình và rất chú tâm trong công việc giảng dạy đối với sinh viên .
"
neutral,"còn bình thường đến lớp thầy chỉ làm việc trên máy của thầy , không nói gì cả .
"
negative,"thầy dạy hay nhiệt tình .
"
positive,"thầy rất nhiệt tình , thẳng thắn .
"
negative,"tất cả đều phải sử dụng trên phần mềm mô phỏng proteus .
"
neutral,"dạy học sinh hỏi thì nói "" tui không biết "" .
"
negative,"thầy đảm bảo giờ lên lớp , nhiệt tình .
"
neutral,"phòng thực hành nên bố trí hợp lý , đủ máy móc thực hành .
"
neutral,"bỏ tổ chức thi lý thuyết cuối kỳ vì làm đồ án mất khá nhiều thời gian .
"
positive,"cách dạy của giảng viên chưa thực sự phù hợp với bản thân .
"
neutral,"kiến thức thu được trong từng môn học thì rời rạc , học xong sinh viên có cảm giác như cưỡi ngựa xem hoa .
"
neutral,"chưa tốt về mặt kiến thức .
"
neutral,"giảng hơi chậm .
"
negative,"lớp ồn đến nỗi không muốn đi học .
"
negative,"đa phần các bạn đều không thể hoàn thành trên lớp và phải về nhà làm thêm , nhưng hình thức làm bài ở nhà thì phải trình bày trên một file word nên rất bất tiện cho giáo viên chấm bài cũng như gia tăng tỉ lệ copy bài .
"
neutral,"cần có thời gian hợp lý hơn khi học thực hành sau lý thuyết .
"
positive,"cô giáo dạy nhiệt tình .
"
negative,"không hiểu bài cho lắm .
"
neutral,"chương trình học khá nặng so với sinh viên khoa khác ( seminar , bài tập về nhà , đồ án lớn , thi cuối kỳ , dot ) .
"
positive,"bài giảng , bài tập đầy đủ , dư cho sinh viên tham khảo , ôn luyện .
"
negative,"thực hành luôn đi trước lý thuyết .
"
positive,"nêu rõ các việc cần làm và chuẩn bị .
"
positive,"phong cách giảng dạy thoải mái , vui vẻ giúp sinh viên dễ tiếp thu kiến thức và ghi nhớ .
"
positive,"thầy dạy lôi cuốn , cung cấp nhiều kỹ năng nghề nghiệp .
"
negative,"nhiệt tình hướng dẫn sinh viên .
"
negative,"cô tận tâm , nhiệt tình với sinh viên , truyền đạt kiến thức dễ hiểu .
"
positive,"vui vẻ hài hước .
"
positive,"giảng viên không có khả năng truyền đạt kiến thức cũng như cách phân bố giảng dạy cho phù hợp .
"
neutral,"mong có sự hỗ trợ trong thực hành .
"
positive,"trường uit , cách riêng khoa truyền thông và mạng máy tính rất may mắn có được người thầy như thầy x .
"
neutral,"cô lo sợ sinh viên sẽ không thể hiểu được nhưng thật sự thì để đỗ được đại học thì mức độ tư duy của các sinh viên đã tương đối tốt .
"
positive,"giảng viên giảng dạy còn khó hiểu .
"
negative,"bài tập cô cho dễ quá , không khuyến khích được tinh thần tự học của các bạn .
"
negative,"rất hiểu tâm lý sinh viên .
"
neutral,"làm bài tập về nhà .
"
positive,"thầy có phương pháp giảng dạy hay .
"
positive,"cách thầy truyền đạt kiến thức rất hay và dễ hiểu .
"
neutral,"nội dung học cần cải thiện .
"
positive,"giảng viên giảng dạy còn kém hiệu quả khi mà ở trên thì giảng viên giảng dạy còn ở dưới thì sinh viên làm việc riêng .
"
neutral,"sao chưa thấy đi dạy bữa nào ?
"
positive,"thầy dạy rất hay giải nhiều bài tập .
"
neutral,"cũng ổn .
"
negative,"nhiệt tình , hăng hái , kỹ lưỡng .
"
negative,"ít hướng dẫn sinh viên thực hành , ra bài rồi để đó , toàn để sinh viên tự làm , đi học cũng như không đi , ai làm gì đó làm .
"
negative,"thầy nhiệt tình chỉ bài .
"
positive,"kỳ này môn java web thì tinh thần giảng dạy của thầy cũng không hề khá hơn chút nào .
"
positive,"cô giảng bài rất kỹ , có ví dụ minh họa cụ thể .
"
positive,"cô nhiệt tình dễ thương .
"
positive,"cô nhiệt tình giảng dạy và hướng dẫn chúng em phương pháp để học tập tốt không chỉ riêng cho môn này mà còn hướng chúng em học làm sao để sau này ra đi làm cho tốt .
"
positive,"em nghĩ cô đừng nên cho các bạn lên bảng giải bài nữa .
"
negative,"truyền thụ hết kiến thức cho sinh viên .
"
negative,"thương , hài hước , lấy ví dụ thực tiễn , biết phân bố hợp lý giờ giảng dạy xen lẫn trò chuyện cùng học sinh .
"
neutral,"giảng viên hay lên lớp muộn .
"
negative,"thầy xem bên phần của thầy wzjwz139 nha thầy .
"
negative,"nhiệt tình với sinh viên , lên lớp đúng giờ .
"
positive,"em nghĩ việc học sẽ hiệu quả hơn , khi thầy dạy chúng em đầy đủ tiết .
"
positive,"giảng viên thân thiện với sinh viên .
"
positive,"thầy giảng khá hay .
"
neutral,"bài tập hơi khó .
"
positive,"thầy dạy rất nhiệt tình , hay và dễ hiểu .
"
negative,"tuy nhiên thầy chưa nhấn mạnh công thức môn học cùng với việc thầy giảng những ví dụ quá nhanh , ví dụ đầu tiên khá khó , nên em chưa thể nắm kịp những kiến thức mới .
"
neutral,"nhiệt tình giúp đỡ sinh viên và tạo sinh viên có nơi để nâng cao kỹ năng lập trình .
"
positive,"giảng viên vui vẻ , tận tâm .
"
positive,"cần hướng dẫn sinh viên ôn tập .
"
negative,"thầy chỉ bảo sinh viên tận tình .
"
neutral,"nên khắc phục thái độ của giảng viên .
"
negative,"nếu có thể , xin thầy cho chúng em những bài tập có đáp án .
"
negative,"và còn rất nhiều vấn đề khác .
"
negative,"thầy cung cấp nhiều thông tin hay , hữu ích đối với đồ án .
"
neutral,"do học kỳ này em không thể đến lớp học môn này , nên em không thể đưa ra ý kiến gì thêm .
"
neutral,"không nên để xảy ra lỗi trong yêu cầu thực hành , không thực hành phần nào chưa học lý thuyết .
"
negative,"thầy wzjwz21 truyền đạt cả lớp học không ai hiểu là thầy đang dạy gì !
"
positive,"bài giảng không thu hút được học sinh .
"
positive,"giáo viên giảng dạy tận tình và cho làm nhiều bài tập .
"
neutral,"nhiệt tình , luôn giúp đỡ sinh viên khi sinh viên có thắc mắc .
"
negative,"tận tâm , đúng giờ .
"
negative,"dạy khó hiểu .
"
positive,"thầy hướng dẫn thực hành chi tiết .
"
negative,"thầy hay khó chịu , không tận tâm , nhiệt tình .
"
neutral,"thầy đi dạy đầy đủ .
"
negative,"cô cho làm đồ án .
"
negative,"giáo viên dạy nhanh quá theo không kịp .
"
positive,"giảng viên tận tâm nhiệt tình !
"
negative,"chào thầy / cô !
"
negative,"nhiệt tình , tạo hứng thú học tập .
"
neutral,"nên có nhiều tiết thực hành hơn .
"
negative,"slide bài học rất ư là khó nắm bắt , code trong slide vẫn còn chỗ sai .
"
negative,"nghỉ rất nhiều , đa phần những buổi nghỉ là do sinh viên chờ 30 phút không thấy thầy lên mà giải tán .
"
positive,"giảng viên dạy lý thuyết và thực hành cần thống nhất với nhau về nội dung đã được giảng dạy qua mỗi tuần , tránh trường hợp thực hành trước khi học lý thuyết .
"
neutral,"nên đưa ra các vấn đề thường gặp .
"
positive,"cô hướng dẫn về cách thuyết trình rất hay .
"
positive,"cô dạy hay nhiệt tình .
"
positive,"giảng viên quá nhiệt tình .
"
positive,"giáo viên hướng dẫn cho code sai , hướng dẫn viết code ít , không đáp ứng được câu hỏi của học sinh .
"
